date,country,campaign_name,adset_name,cost,impressions,clicks 
2018-09-25,COUNTRY 1,CAMPAIGN 1,Adset 6,10.07,13010,35
2018-10-01,COUNTRY 2,CAMPAIGN 2,Adset 2,4.54,7197,56
2018-09-26,COUNTRY 2,CAMPAIGN 2,Adset 2,108.94,57512,315
2018-09-26,COUNTRY 3,CAMPAIGN 3,Adset 3,36.51,25929,143
2018-09-27,COUNTRY 3,CAMPAIGN 3,Adset 3,4.73,2280,19
2018-10-03,COUNTRY 2,CAMPAIGN 2,Adset 2,0.06,36,
2018-09-27,COUNTRY 4,CAMPAIGN 4,Adset 4,1.45,920,2
2018-10-02,COUNTRY 1,CAMPAIGN 1,Adset 1,0,141,
2018-09-30,COUNTRY 3,CAMPAIGN 3,Adset 3,20.84,16463,31
2018-09-29,COUNTRY 1,CAMPAIGN 1,Adset 6,7.49,2352,13
2018-09-24,COUNTRY 1,CAMPAIGN 1,Adset 6,0.94,1420,
2018-09-29,COUNTRY 3,CAMPAIGN 3,Adset 3,44.09,50576,147
2018-10-01,COUNTRY 2,CAMPAIGN 2,Adset 2,2.6,1078,
2018-09-26,COUNTRY 1,CAMPAIGN 1,Adset 6,2.39,830,5
2018-09-29,COUNTRY 2,CAMPAIGN 2,Adset 2,17.43,10172,97
2018-09-30,COUNTRY 2,CAMPAIGN 2,Adset 2,0.06,81,
2018-10-03,COUNTRY 1,CAMPAIGN 1,Adset 6,0.86,499,2
2018-09-30,COUNTRY 6,CAMPAIGN 6,Adset 6,17.09,19499,13
2018-10-03,COUNTRY 3,CAMPAIGN 3,Adset 3,3.69,1801,12
2018-09-28,COUNTRY 2,CAMPAIGN 2,Adset 2,9.74,3458,6
2018-10-02,COUNTRY 2,CAMPAIGN 2,Adset 2,30.62,29518,831
2018-09-27,COUNTRY 6,CAMPAIGN 6,Adset 6,99.99,26201,
2018-09-28,COUNTRY 1,CAMPAIGN 1,Adset 6,5.54,19972,
2018-10-04,COUNTRY 2,CAMPAIGN 2,Adset 2,0.15,208,1
2018-10-04,COUNTRY 1,CAMPAIGN 1,Adset 6,1.13,1613,
2018-10-04,COUNTRY 2,CAMPAIGN 2,Adset 2,1.2,785,1
2018-10-05,COUNTRY 2,CAMPAIGN 2,Adset 2,0,1,
2018-10-05,COUNTRY 1,CAMPAIGN 1,Adset 6,5.06,11014,87
2018-10-05,COUNTRY 2,CAMPAIGN 2,Adset 2,0.76,280,
2018-10-06,COUNTRY 2,CAMPAIGN 2,Adset 2,44.22,24451,157
2018-10-06,COUNTRY 2,CAMPAIGN 2,Adset 2,0.45,405,6
2018-10-07,COUNTRY 2,CAMPAIGN 2,Adset 2,0.04,33,1
2018-09-30,COUNTRY 2,CAMPAIGN 2,Adset 2,1.19,1328,4
2018-10-04,COUNTRY 2,CAMPAIGN 2,Adset 2,4.35,3404,30
2018-10-04,COUNTRY 6,CAMPAIGN 6,Adset 6,99.62,225341,526
2018-10-04,COUNTRY 1,CAMPAIGN 1,Adset 1,0.01,25,1
2018-10-05,COUNTRY 3,CAMPAIGN 3,Adset 3,89.86,64495,293
2018-10-05,COUNTRY 2,CAMPAIGN 2,Adset 2,19.37,11963,54
2018-10-05,COUNTRY 1,CAMPAIGN 1,Adset 6,0.03,76,
2018-10-06,COUNTRY 2,CAMPAIGN 2,Adset 2,0.27,53,
2018-10-06,COUNTRY 1,CAMPAIGN 1,Adset 6,1.87,2274,13
2018-10-06,COUNTRY 2,CAMPAIGN 2,Adset 2,0.03,15,
2018-10-07,COUNTRY 1,CAMPAIGN 1,Adset 6,0.65,1113,2
2018-10-07,COUNTRY 2,CAMPAIGN 2,Adset 2,0.27,56,
2018-10-07,COUNTRY 2,CAMPAIGN 2,Adset 2,0.33,292,
2018-10-13,COUNTRY 1,CAMPAIGN 1,Adset 6,1.37,2554,10
2018-10-13,COUNTRY 2,CAMPAIGN 2,Adset 2,0.32,595,
2018-10-09,COUNTRY 1,CAMPAIGN 1,Adset 6,17.09,68041,
2018-10-10,COUNTRY 6,CAMPAIGN 6,Adset 6,44.17,59881,
2018-10-14,COUNTRY 1,CAMPAIGN 1,Adset 6,0.62,155,
2018-10-12,COUNTRY 2,CAMPAIGN 2,Adset 2,11.71,2961,14
2018-10-10,COUNTRY 6,CAMPAIGN 6,Adset 6,1.02,1168,3
2018-10-11,COUNTRY 2,CAMPAIGN 2,Adset 2,0,4,
2018-10-12,COUNTRY 2,CAMPAIGN 2,Adset 2,0.22,164,7
2018-10-09,COUNTRY 2,CAMPAIGN 2,Adset 2,0.06,19,
2018-10-08,COUNTRY 2,CAMPAIGN 2,Adset 2,1.51,301,2
2018-10-10,COUNTRY 2,CAMPAIGN 2,Adset 2,5.7,2354,15
2018-10-09,COUNTRY 1,CAMPAIGN 1,Adset 1,0.04,5,
2018-10-14,COUNTRY 2,CAMPAIGN 2,Adset 2,0,2,
2018-10-13,COUNTRY 1,CAMPAIGN 1,Adset 1,3.82,5681,23
2018-10-11,COUNTRY 1,CAMPAIGN 1,Adset 6,27.01,33263,
2018-10-11,COUNTRY 2,CAMPAIGN 2,Adset 2,1.18,1039,1
2018-10-14,COUNTRY 1,CAMPAIGN 1,Adset 1,0,104,1
2018-10-12,COUNTRY 1,CAMPAIGN 1,Adset 6,1.76,708,1
2018-10-08,COUNTRY 2,CAMPAIGN 2,Adset 2,0.05,67,
2018-10-08,COUNTRY 1,CAMPAIGN 1,Adset 6,1.02,715,2
2018-10-10,COUNTRY 3,CAMPAIGN 3,Adset 3,82.72,64863,296
2018-10-15,COUNTRY 2,CAMPAIGN 2,Adset 2,2.67,599,
2018-10-15,COUNTRY 2,CAMPAIGN 2,Adset 2,0.71,755,7
2018-10-07,COUNTRY 2,CAMPAIGN 2,Adset 2,3.61,2223,2
2018-10-11,COUNTRY 2,CAMPAIGN 2,Adset 2,30.27,18384,108
2018-10-10,COUNTRY 1,CAMPAIGN 1,Adset 1,12.08,13464,85
2018-10-08,COUNTRY 1,CAMPAIGN 1,Adset 6,17.16,30827,139
2018-10-09,COUNTRY 1,CAMPAIGN 1,Adset 6,1.43,933,2
2018-10-11,COUNTRY 3,CAMPAIGN 3,Adset 3,4.08,2811,38
2018-10-08,COUNTRY 2,CAMPAIGN 2,Adset 2,0,3,
2018-10-10,COUNTRY 1,CAMPAIGN 1,Adset 6,0.61,4293,
2018-10-09,COUNTRY 2,CAMPAIGN 2,Adset 2,0.07,57,4
2018-10-08,COUNTRY 2,CAMPAIGN 2,Adset 2,1.24,465,
2018-10-10,COUNTRY 2,CAMPAIGN 2,Adset 2,0,2,
2018-10-09,COUNTRY 2,CAMPAIGN 2,Adset 2,7.05,2171,10
2018-10-12,COUNTRY 2,CAMPAIGN 2,Adset 2,12.25,6595,20
2018-10-13,COUNTRY 1,CAMPAIGN 1,Adset 6,3.32,2127,
2018-10-13,COUNTRY 2,CAMPAIGN 2,Adset 2,0,1,
2018-10-14,COUNTRY 6,CAMPAIGN 6,Adset 6,19.06,30826,24
2018-10-12,COUNTRY 2,CAMPAIGN 2,Adset 2,0.48,197,2
2018-10-12,COUNTRY 1,CAMPAIGN 1,Adset 6,10.1,13295,76
2018-10-14,COUNTRY 2,CAMPAIGN 2,Adset 2,15.49,6256,17
2018-10-13,COUNTRY 1,CAMPAIGN 1,Adset 1,2.79,3009,20
2018-10-14,COUNTRY 2,CAMPAIGN 2,Adset 2,1.1,294,2
2018-10-11,COUNTRY 6,CAMPAIGN 6,Adset 6,17.25,15458,38
2018-10-11,COUNTRY 6,CAMPAIGN 6,Adset 6,100.33,21064,
2018-10-15,COUNTRY 2,CAMPAIGN 2,Adset 2,1.28,533,3
2018-10-15,COUNTRY 1,CAMPAIGN 1,Adset 6,5.23,2060,11
2017-12-24,COUNTRY 4,CAMPAIGN 4,Adset 6,0.1,124,
2018-08-26,COUNTRY 2,CAMPAIGN 2,Adset 2,0.55,783,
2018-04-21,COUNTRY 1,CAMPAIGN 1,Adset 6,3.34,1001,1
2018-07-13,COUNTRY 4,CAMPAIGN 4,Adset 4,0,5,
2017-12-28,COUNTRY 4,CAMPAIGN 4,Adset 6,0.05,5,
2018-07-14,COUNTRY 1,CAMPAIGN 1,Adset 1,65.53,298451,235
2018-03-10,COUNTRY 4,CAMPAIGN 4,Adset 4,0,1,
2018-04-20,COUNTRY 1,CAMPAIGN 1,Adset 1,4.42,4665,21
2018-07-03,COUNTRY 3,CAMPAIGN 3,Adset 3,5.01,2975,4
2018-06-08,COUNTRY 4,CAMPAIGN 4,Adset 4,0.02,40,
2018-07-30,COUNTRY 1,CAMPAIGN 1,Adset 6,4.52,7808,31
2018-03-01,COUNTRY 4,CAMPAIGN 4,Adset 4,0.23,134,
2017-12-05,COUNTRY 4,CAMPAIGN 4,Adset 6,0.26,268,
2018-08-03,COUNTRY 4,CAMPAIGN 4,Adset 4,0.02,14,
2018-03-13,COUNTRY 4,CAMPAIGN 4,Adset 4,0.03,3,
2018-05-31,COUNTRY 2,CAMPAIGN 2,Adset 2,0.27,65,2
2018-01-22,COUNTRY 1,CAMPAIGN 1,Adset 6,30.27,24553,115
2017-12-18,COUNTRY 1,CAMPAIGN 1,Adset 1,0.26,370,4
2018-06-18,COUNTRY 3,CAMPAIGN 3,Adset 3,182.63,94937,297
2018-03-17,COUNTRY 2,CAMPAIGN 2,Adset 2,0.45,222,
2018-01-23,COUNTRY 1,CAMPAIGN 1,Adset 6,1.1,827,2
2018-02-17,COUNTRY 1,CAMPAIGN 1,Adset 6,1.55,732,3
2018-01-23,COUNTRY 3,CAMPAIGN 3,Adset 3,0.36,111,
2018-06-11,COUNTRY 1,CAMPAIGN 1,Adset 1,1.02,2355,21
2018-01-08,COUNTRY 4,CAMPAIGN 4,Adset 6,0.2,44,
2017-12-30,COUNTRY 4,CAMPAIGN 4,Adset 4,0.22,57,
2018-06-25,COUNTRY 2,CAMPAIGN 2,Adset 2,2.41,990,11
2018-03-24,COUNTRY 6,CAMPAIGN 6,Adset 6,148.24,76053,313
2018-08-18,COUNTRY 1,CAMPAIGN 1,Adset 6,21.16,49199,8
2018-07-09,COUNTRY 6,CAMPAIGN 6,Adset 6,15.02,18261,76
2018-09-10,COUNTRY 1,CAMPAIGN 1,Adset 1,37.9,41116,224
2018-09-17,COUNTRY 2,CAMPAIGN 2,Adset 2,0.01,5,
2018-09-17,COUNTRY 2,CAMPAIGN 2,Adset 2,1.5,403,3
2018-09-17,COUNTRY 6,CAMPAIGN 6,Adset 6,9.43,22565,204
2018-09-17,COUNTRY 1,CAMPAIGN 1,Adset 6,4,1733,6
2018-09-18,COUNTRY 6,CAMPAIGN 6,Adset 6,7.04,10836,8
2018-09-18,COUNTRY 2,CAMPAIGN 2,Adset 2,2.24,912,5
2018-09-18,COUNTRY 1,CAMPAIGN 1,Adset 6,2.09,3027,5
2018-09-18,COUNTRY 2,CAMPAIGN 2,Adset 2,0.03,10,
2018-09-19,COUNTRY 2,CAMPAIGN 2,Adset 2,3.42,2584,
2018-09-19,COUNTRY 6,CAMPAIGN 6,Adset 6,75.04,84068,
2018-09-19,COUNTRY 3,CAMPAIGN 3,Adset 3,4.83,5476,32
2018-09-19,COUNTRY 1,CAMPAIGN 1,Adset 6,7.49,9959,
2018-09-20,COUNTRY 4,CAMPAIGN 4,Adset 4,0.53,123,
2018-09-20,COUNTRY 6,CAMPAIGN 6,Adset 6,74.07,71399,
2018-09-20,COUNTRY 3,CAMPAIGN 3,Adset 3,66.58,44596,380
2018-09-20,COUNTRY 2,CAMPAIGN 2,Adset 2,0.54,422,
2018-09-21,COUNTRY 4,CAMPAIGN 4,Adset 4,0.9,297,
2018-09-21,COUNTRY 2,CAMPAIGN 2,Adset 2,3.54,1830,17
2018-09-21,COUNTRY 3,CAMPAIGN 3,Adset 3,3.67,3554,16
2018-09-21,COUNTRY 6,CAMPAIGN 6,Adset 6,45.04,54577,36
2018-09-22,COUNTRY 1,CAMPAIGN 1,Adset 6,10.46,2966,10
2018-09-22,COUNTRY 2,CAMPAIGN 2,Adset 2,0,6,
2018-09-22,COUNTRY 3,CAMPAIGN 3,Adset 3,6.32,5772,18
2018-09-23,COUNTRY 1,CAMPAIGN 1,Adset 6,3.74,4496,
2018-09-23,COUNTRY 1,CAMPAIGN 1,Adset 1,0.64,1448,9
2018-09-23,COUNTRY 2,CAMPAIGN 2,Adset 2,0.08,32,
2018-09-27,COUNTRY 2,CAMPAIGN 2,Adset 2,0.04,15,
2018-09-28,COUNTRY 1,CAMPAIGN 1,Adset 6,0.33,195,
2018-09-26,COUNTRY 6,CAMPAIGN 6,Adset 6,5.42,2003,4
2018-09-24,COUNTRY 2,CAMPAIGN 2,Adset 2,0.78,572,
2018-09-25,COUNTRY 2,CAMPAIGN 2,Adset 2,52.45,44845,421
2018-09-24,COUNTRY 1,CAMPAIGN 1,Adset 6,7.21,35197,14
2018-09-26,COUNTRY 2,CAMPAIGN 2,Adset 2,0.48,167,
2018-09-24,COUNTRY 6,CAMPAIGN 6,Adset 6,30.06,51161,
2018-09-25,COUNTRY 4,CAMPAIGN 4,Adset 4,0.07,49,
2018-09-26,COUNTRY 2,CAMPAIGN 2,Adset 2,0.12,190,
2018-09-27,COUNTRY 1,CAMPAIGN 1,Adset 6,13.39,19224,112
2018-10-02,COUNTRY 1,CAMPAIGN 1,Adset 6,6.28,3093,9
2018-09-24,COUNTRY 3,CAMPAIGN 3,Adset 3,23.95,16854,176
2018-09-25,COUNTRY 2,CAMPAIGN 2,Adset 2,2.42,1468,2
2018-09-27,COUNTRY 2,CAMPAIGN 2,Adset 2,0.33,84,
2018-09-30,COUNTRY 1,CAMPAIGN 1,Adset 6,11.35,49510,
2018-10-01,COUNTRY 3,CAMPAIGN 3,Adset 3,3.11,1840,18
2018-09-28,COUNTRY 1,CAMPAIGN 1,Adset 1,0.02,175,2
2018-10-01,COUNTRY 1,CAMPAIGN 1,Adset 6,1.68,3577,
2018-09-29,COUNTRY 2,CAMPAIGN 2,Adset 2,6.51,1181,4
2018-09-30,COUNTRY 2,CAMPAIGN 2,Adset 2,1.01,613,
2018-09-29,COUNTRY 2,CAMPAIGN 2,Adset 2,0.58,403,
2018-10-03,COUNTRY 2,CAMPAIGN 2,Adset 2,1.29,1589,6
2018-09-29,COUNTRY 4,CAMPAIGN 4,Adset 4,1.65,911,1
2018-10-02,COUNTRY 2,CAMPAIGN 2,Adset 2,2.13,1877,2
2018-10-01,COUNTRY 2,CAMPAIGN 2,Adset 2,4.99,4914,28
2018-10-06,COUNTRY 3,CAMPAIGN 3,Adset 3,45.46,35170,267
2018-10-06,COUNTRY 6,CAMPAIGN 6,Adset 6,74.96,260131,268
2018-10-07,COUNTRY 2,CAMPAIGN 2,Adset 2,2.24,1768,24
2018-10-07,COUNTRY 6,CAMPAIGN 6,Adset 6,57.21,123157,
2018-10-07,COUNTRY 3,CAMPAIGN 3,Adset 3,54.59,41936,267
2018-10-12,COUNTRY 6,CAMPAIGN 6,Adset 6,2.67,2394,2
2018-10-14,COUNTRY 3,CAMPAIGN 3,Adset 3,2.9,1442,7
2018-10-12,COUNTRY 1,CAMPAIGN 1,Adset 6,3.09,19891,32
2018-10-13,COUNTRY 1,CAMPAIGN 1,Adset 6,13.81,92685,3
2018-10-12,COUNTRY 2,CAMPAIGN 2,Adset 2,0.03,33,
2018-10-12,COUNTRY 1,CAMPAIGN 1,Adset 1,9.27,8828,55
2018-10-14,COUNTRY 2,CAMPAIGN 2,Adset 2,1.68,1469,2
2018-10-13,COUNTRY 2,CAMPAIGN 2,Adset 2,18.86,7368,44
2018-10-14,COUNTRY 1,CAMPAIGN 1,Adset 6,3.08,1557,6
2018-10-09,COUNTRY 2,CAMPAIGN 2,Adset 2,0.81,699,
2018-10-10,COUNTRY 2,CAMPAIGN 2,Adset 2,0,1,
2018-10-11,COUNTRY 1,CAMPAIGN 1,Adset 6,1.93,1203,3
2018-10-10,COUNTRY 1,CAMPAIGN 1,Adset 6,2.39,3181,16
2018-10-10,COUNTRY 2,CAMPAIGN 2,Adset 2,4.29,2455,3
2018-10-09,COUNTRY 3,CAMPAIGN 3,Adset 3,4.72,2395,12
2018-10-09,COUNTRY 1,CAMPAIGN 1,Adset 6,6.87,11636,
2018-10-08,COUNTRY 6,CAMPAIGN 6,Adset 6,100.26,26140,
2018-10-08,COUNTRY 3,CAMPAIGN 3,Adset 3,72.73,58739,224
2018-10-09,COUNTRY 2,CAMPAIGN 2,Adset 2,0.09,51,
2018-10-08,COUNTRY 2,CAMPAIGN 2,Adset 2,6.13,4102,47
2018-10-11,COUNTRY 2,CAMPAIGN 2,Adset 2,2.25,580,
2018-10-15,COUNTRY 2,CAMPAIGN 2,Adset 2,0,1,
2018-10-15,COUNTRY 1,CAMPAIGN 1,Adset 6,7.94,4889,
2018-10-15,COUNTRY 1,CAMPAIGN 1,Adset 1,42.67,47359,376
2018-10-06,COUNTRY 2,CAMPAIGN 2,Adset 2,0.75,1248,8
2018-10-07,COUNTRY 2,CAMPAIGN 2,Adset 2,0.46,703,2
2018-10-07,COUNTRY 2,CAMPAIGN 2,Adset 2,0.39,785,6
2018-10-07,COUNTRY 3,CAMPAIGN 3,Adset 3,51.64,35893,333
2018-10-14,COUNTRY 2,CAMPAIGN 2,Adset 2,2.03,901,5
2018-10-11,COUNTRY 1,CAMPAIGN 1,Adset 6,7.42,2943,14
2018-10-12,COUNTRY 1,CAMPAIGN 1,Adset 6,11.1,16163,
2018-10-13,COUNTRY 6,CAMPAIGN 6,Adset 6,4.88,3996,12
2018-10-11,COUNTRY 2,CAMPAIGN 2,Adset 2,0.02,6,1
2018-10-13,COUNTRY 1,CAMPAIGN 1,Adset 6,17.35,57069,4
2018-10-12,COUNTRY 2,CAMPAIGN 2,Adset 2,11.1,7877,32
2018-10-11,COUNTRY 2,CAMPAIGN 2,Adset 2,0.24,43,
2018-10-14,COUNTRY 1,CAMPAIGN 1,Adset 6,8.48,2694,11
2018-10-10,COUNTRY 1,CAMPAIGN 1,Adset 6,3.86,6407,14
2018-10-12,COUNTRY 6,CAMPAIGN 6,Adset 6,1.03,1133,2
2018-10-12,COUNTRY 1,CAMPAIGN 1,Adset 1,58.52,60933,516
2018-10-13,COUNTRY 2,CAMPAIGN 2,Adset 2,0.99,584,
2018-10-08,COUNTRY 3,CAMPAIGN 3,Adset 3,52.41,50333,293
2018-10-09,COUNTRY 2,CAMPAIGN 2,Adset 2,3.32,2869,4
2018-10-10,COUNTRY 2,CAMPAIGN 2,Adset 2,0,2,
2018-10-09,COUNTRY 2,CAMPAIGN 2,Adset 2,0.05,10,
2018-10-08,COUNTRY 6,CAMPAIGN 6,Adset 6,15.77,5756,
2018-10-08,COUNTRY 2,CAMPAIGN 2,Adset 2,0.53,810,2
2018-10-08,COUNTRY 2,CAMPAIGN 2,Adset 2,1.12,1169,3
2018-10-09,COUNTRY 1,CAMPAIGN 1,Adset 6,0.11,43,
2018-10-15,COUNTRY 2,CAMPAIGN 2,Adset 2,1.13,1781,7
2018-10-15,COUNTRY 3,CAMPAIGN 3,Adset 3,10.17,8245,30
2018-10-15,COUNTRY 1,CAMPAIGN 1,Adset 6,4.51,9099,59
2018-08-18,COUNTRY 2,CAMPAIGN 2,Adset 2,0.68,690,5
2018-04-30,COUNTRY 1,CAMPAIGN 1,Adset 6,11.54,19139,
2018-06-19,COUNTRY 2,CAMPAIGN 2,Adset 2,22.05,16305,111
2018-05-13,COUNTRY 2,CAMPAIGN 2,Adset 2,0.18,94,
2017-12-04,COUNTRY 4,CAMPAIGN 4,Adset 4,1.3,179,
2018-05-18,COUNTRY 2,CAMPAIGN 2,Adset 2,0.32,147,
2018-02-17,COUNTRY 4,CAMPAIGN 4,Adset 4,0.05,139,
2018-09-03,COUNTRY 2,CAMPAIGN 2,Adset 2,10.63,2210,12
2018-04-20,COUNTRY 4,CAMPAIGN 4,Adset 4,3.64,1837,11
2018-01-22,COUNTRY 4,CAMPAIGN 4,Adset 4,0.31,107,
2018-01-25,COUNTRY 3,CAMPAIGN 3,Adset 3,0.63,148,
2018-07-13,COUNTRY 6,CAMPAIGN 6,Adset 6,25.03,26171,68
2018-08-04,COUNTRY 4,CAMPAIGN 4,Adset 4,0.02,25,
2018-07-06,COUNTRY 4,CAMPAIGN 4,Adset 4,0.77,450,4
2018-05-14,COUNTRY 1,CAMPAIGN 1,Adset 6,7.47,21416,
2018-06-11,COUNTRY 1,CAMPAIGN 1,Adset 6,2.48,5304,14
2018-02-14,COUNTRY 2,CAMPAIGN 2,Adset 2,3.22,822,6
2017-12-22,COUNTRY 4,CAMPAIGN 4,Adset 4,0.01,5,
2018-09-07,COUNTRY 2,CAMPAIGN 2,Adset 2,4.24,1947,10
2018-06-25,COUNTRY 1,CAMPAIGN 1,Adset 1,0,5,
2018-04-09,COUNTRY 6,CAMPAIGN 6,Adset 6,13.93,62441,81
2017-12-26,COUNTRY 3,CAMPAIGN 3,Adset 3,0.56,215,
2018-08-13,COUNTRY 2,CAMPAIGN 2,Adset 2,1.66,1137,4
2018-05-22,COUNTRY 2,CAMPAIGN 2,Adset 2,1.17,387,2
2018-07-31,COUNTRY 6,CAMPAIGN 6,Adset 6,12.41,21608,
2018-05-28,COUNTRY 2,CAMPAIGN 2,Adset 2,0.42,153,
2018-05-20,COUNTRY 2,CAMPAIGN 2,Adset 2,1.87,1045,12
2018-03-31,COUNTRY 2,CAMPAIGN 2,Adset 2,0.84,149,1
2018-06-19,COUNTRY 2,CAMPAIGN 2,Adset 2,23.69,11030,311
2018-07-01,COUNTRY 2,CAMPAIGN 2,Adset 2,1.23,969,
2018-09-17,COUNTRY 4,CAMPAIGN 4,Adset 4,2.51,728,2
2018-09-17,COUNTRY 1,CAMPAIGN 1,Adset 6,5.32,1697,6
2018-09-17,COUNTRY 1,CAMPAIGN 1,Adset 1,0,4,
2018-09-17,COUNTRY 2,CAMPAIGN 2,Adset 2,33.47,18831,66
2018-09-18,COUNTRY 2,CAMPAIGN 2,Adset 2,0.04,2,
2018-09-18,COUNTRY 4,CAMPAIGN 4,Adset 4,3.19,1015,5
2018-09-18,COUNTRY 2,CAMPAIGN 2,Adset 2,2.45,673,1
2018-09-18,COUNTRY 1,CAMPAIGN 1,Adset 6,2.01,589,1
2018-09-19,COUNTRY 2,CAMPAIGN 2,Adset 2,1.78,739,2
2018-09-19,COUNTRY 2,CAMPAIGN 2,Adset 2,7.29,6856,83
2018-09-19,COUNTRY 1,CAMPAIGN 1,Adset 6,0.48,397,
2018-09-20,COUNTRY 3,CAMPAIGN 3,Adset 3,23.9,25222,82
2018-09-20,COUNTRY 2,CAMPAIGN 2,Adset 2,7.63,2775,9
2018-09-20,COUNTRY 2,CAMPAIGN 2,Adset 2,0.05,134,1
2018-09-21,COUNTRY 2,CAMPAIGN 2,Adset 2,1.05,811,1
2018-09-21,COUNTRY 6,CAMPAIGN 6,Adset 6,5.43,1774,4
2018-09-21,COUNTRY 2,CAMPAIGN 2,Adset 2,16.12,13950,146
2018-09-21,COUNTRY 3,CAMPAIGN 3,Adset 3,1.77,923,7
2018-09-22,COUNTRY 3,CAMPAIGN 3,Adset 3,0.24,101,
2018-09-22,COUNTRY 6,CAMPAIGN 6,Adset 6,5.5,12262,88
2018-09-22,COUNTRY 2,CAMPAIGN 2,Adset 2,99.3,53554,298
2018-09-22,COUNTRY 1,CAMPAIGN 1,Adset 6,1.5,598,2
2018-09-23,COUNTRY 1,CAMPAIGN 1,Adset 6,1.82,2354,13
2018-09-23,COUNTRY 2,CAMPAIGN 2,Adset 2,11.94,8819,111
2018-09-23,COUNTRY 3,CAMPAIGN 3,Adset 3,9.54,8229,32
2018-09-24,COUNTRY 2,CAMPAIGN 2,Adset 2,5.44,2112,12
2018-09-25,COUNTRY 2,CAMPAIGN 2,Adset 2,13.92,9871,31
2018-09-30,COUNTRY 2,CAMPAIGN 2,Adset 2,4.85,5572,33
2018-10-01,COUNTRY 2,CAMPAIGN 2,Adset 2,0.03,48,
2018-10-02,COUNTRY 6,CAMPAIGN 6,Adset 6,98.78,35641,
2018-10-02,COUNTRY 2,CAMPAIGN 2,Adset 2,1.85,1186,3
2018-09-28,COUNTRY 1,CAMPAIGN 1,Adset 6,0.22,288,
2018-09-24,COUNTRY 6,CAMPAIGN 6,Adset 6,37.58,102705,407
2018-10-03,COUNTRY 2,CAMPAIGN 2,Adset 2,0.02,31,
2018-10-01,COUNTRY 3,CAMPAIGN 3,Adset 3,3.23,1785,8
2018-10-01,COUNTRY 1,CAMPAIGN 1,Adset 6,12.48,26210,100
2018-09-27,COUNTRY 1,CAMPAIGN 1,Adset 1,0.22,454,1
2018-09-24,COUNTRY 3,CAMPAIGN 3,Adset 3,3.42,5441,54
2018-09-27,COUNTRY 2,CAMPAIGN 2,Adset 2,0.35,346,2
2018-09-24,COUNTRY 4,CAMPAIGN 4,Adset 4,0.56,137,
2018-09-28,COUNTRY 3,CAMPAIGN 3,Adset 3,79.29,54863,488
2018-09-25,COUNTRY 4,CAMPAIGN 4,Adset 4,2.76,985,1
2018-09-26,COUNTRY 1,CAMPAIGN 1,Adset 6,2.04,2095,
2018-09-26,COUNTRY 2,CAMPAIGN 2,Adset 2,3.65,800,2
2018-09-30,COUNTRY 2,CAMPAIGN 2,Adset 2,1.22,498,
2018-09-29,COUNTRY 4,CAMPAIGN 4,Adset 4,0.67,204,2
2018-09-29,COUNTRY 2,CAMPAIGN 2,Adset 2,11.15,10429,113
2018-09-26,COUNTRY 2,CAMPAIGN 2,Adset 2,0.05,45,1
2018-09-28,COUNTRY 2,CAMPAIGN 2,Adset 2,0.11,101,1
2018-09-27,COUNTRY 1,CAMPAIGN 1,Adset 6,5.64,3166,9
2018-10-03,COUNTRY 2,CAMPAIGN 2,Adset 2,3.35,597,
2018-09-29,COUNTRY 1,CAMPAIGN 1,Adset 1,0.3,392,1
2018-10-04,COUNTRY 2,CAMPAIGN 2,Adset 2,0.29,406,2
2018-10-07,COUNTRY 2,CAMPAIGN 2,Adset 2,0,2,
2018-10-07,COUNTRY 6,CAMPAIGN 6,Adset 6,30.29,24896,
2018-10-12,COUNTRY 6,CAMPAIGN 6,Adset 6,5.18,8190,22
2018-10-11,COUNTRY 2,CAMPAIGN 2,Adset 2,9.75,7667,49
2018-10-08,COUNTRY 6,CAMPAIGN 6,Adset 6,18.82,2168,
2018-10-09,COUNTRY 1,CAMPAIGN 1,Adset 6,3,10581,24
2018-10-12,COUNTRY 2,CAMPAIGN 2,Adset 2,1.41,1386,9
2018-10-11,COUNTRY 1,CAMPAIGN 1,Adset 1,3.67,3514,20
2018-10-08,COUNTRY 2,CAMPAIGN 2,Adset 2,0.85,791,13
2018-10-10,COUNTRY 1,CAMPAIGN 1,Adset 6,1.29,599,1
2018-10-09,COUNTRY 2,CAMPAIGN 2,Adset 2,0.07,106,
2018-10-12,COUNTRY 3,CAMPAIGN 3,Adset 3,29.79,23391,77
2018-10-08,COUNTRY 2,CAMPAIGN 2,Adset 2,1.22,1079,1
2018-10-11,COUNTRY 1,CAMPAIGN 1,Adset 6,17,18640,57
2018-10-10,COUNTRY 2,CAMPAIGN 2,Adset 2,11.15,2924,5
2018-10-09,COUNTRY 2,CAMPAIGN 2,Adset 2,2.99,1259,4
2018-10-10,COUNTRY 2,CAMPAIGN 2,Adset 2,0,5,
2018-10-13,COUNTRY 6,CAMPAIGN 6,Adset 6,46.73,78491,
2018-10-14,COUNTRY 1,CAMPAIGN 1,Adset 6,13.61,95350,1
2018-10-13,COUNTRY 2,CAMPAIGN 2,Adset 2,2.36,809,
2018-10-14,COUNTRY 2,CAMPAIGN 2,Adset 2,2.45,1414,2
2018-10-12,COUNTRY 6,CAMPAIGN 6,Adset 6,7.98,6374,13
2018-10-13,COUNTRY 6,CAMPAIGN 6,Adset 6,12.14,14356,167
